strain,chemical,concentration,experiment,replicate,auc,max_signal,min_signal,time_to_peak,initial_slope,final_signal
BL029,Metaldehyde,0.5,3.0,1.0,4507147.5,4680.0,393.0,1440.0,10.2,4680.0
BL029,Metaldehyde,0.5,3.0,2.0,5294455.0,5542.0,385.0,995.0,17.0,4267.0
BL029,Metaldehyde,0.5,3.0,3.0,5448840.0,5624.0,390.0,1105.0,11.2,4770.0
BL029,Metaldehyde,0.5,3.0,4.0,11975537.5,36609.0,376.0,1440.0,5.0,36609.0
BL029,Metaldehyde,0.05,3.0,1.0,4543105.0,4617.0,368.0,1430.0,15.8,4588.0
BL029,Metaldehyde,0.05,3.0,2.0,5082155.0,5174.0,361.0,1105.0,13.6,4659.0
BL029,Metaldehyde,0.05,3.0,3.0,10285332.5,32883.0,368.0,1435.0,10.2,32671.0
BL029,Metaldehyde,0.05,3.0,4.0,11961287.5,36567.0,399.0,1435.0,7.4,36466.0
BL29,Metaldehyde,500.0,4.0,1.0,14629310.0,43159.0,1141.0,1440.0,-5.6,43159.0
BL29,Metaldehyde,500.0,4.0,2.0,7221792.5,8863.0,1190.0,1440.0,3.4,8863.0
BL29,Metaldehyde,500.0,4.0,3.0,6955357.5,8341.0,1162.0,1435.0,-1.8,8314.0
BL29,Metaldehyde,500.0,4.0,4.0,7542752.5,8331.0,1142.0,1440.0,26.8,8331.0
BL29,Metaldehyde,50.0,4.0,1.0,1318805.0,3359.0,264.0,150.0,-5.0,666.0
BL29,Metaldehyde,50.0,4.0,2.0,6230075.0,8306.0,1162.0,1440.0,-1.6,8306.0
BL29,Metaldehyde,50.0,4.0,3.0,5919630.0,7378.0,1084.0,1440.0,0.0,7378.0
BL29,Metaldehyde,50.0,4.0,4.0,7234020.0,8655.0,1217.0,1440.0,18.6,8655.0
BL29,Metaldehyde,5.0,4.0,1.0,5402857.5,6309.0,1178.0,1440.0,-2.4,6309.0
BL29,Metaldehyde,5.0,4.0,2.0,6071427.5,7441.0,1177.0,1440.0,-22.2,7441.0
BL29,Metaldehyde,5.0,4.0,3.0,11628910.0,38585.0,1152.0,1440.0,-3.8,38585.0
BL29,Metaldehyde,5.0,4.0,4.0,13932097.5,46532.0,1155.0,1440.0,25.8,46532.0
BL29,Metaldehyde,0.5,4.0,1.0,5588165.0,6972.0,1218.0,1440.0,-4.4,6972.0
BL29,Metaldehyde,0.5,4.0,2.0,5935500.0,8014.0,1133.0,1120.0,-9.6,1133.0
BL29,Metaldehyde,0.5,4.0,3.0,11887630.0,36570.0,1189.0,1440.0,-11.0,36570.0
BL29,Metaldehyde,0.5,4.0,4.0,11450815.0,37380.0,1238.0,1440.0,15.0,37380.0
BL29,Metaldehyde,0.05,4.0,1.0,5047020.0,6895.0,1113.0,1440.0,-5.6,6895.0
BL29,Metaldehyde,0.05,4.0,2.0,5771957.5,7383.0,1164.0,1440.0,-17.2,7383.0
BL29,Metaldehyde,0.05,4.0,3.0,10649687.5,34699.0,1201.0,1440.0,-86.6,34699.0
BL29,Metaldehyde,0.05,4.0,4.0,11525027.5,38148.0,1147.0,1440.0,18.6,38148.0
BL029,Metaldehyde,500.0,5.0,1.0,5920497.5,10120.0,647.0,1440.0,5.6,10120.0
BL029,Metaldehyde,500.0,5.0,2.0,6620062.5,10407.0,658.0,1440.0,6.4,10407.0
BL029,Metaldehyde,500.0,5.0,3.0,6635727.5,9012.0,687.0,1375.0,8.4,3208.0
BL029,Metaldehyde,500.0,5.0,4.0,7442545.0,9519.0,673.0,1375.0,9.6,3553.0
BL029,Metaldehyde,50.0,5.0,1.0,4895155.0,9321.0,663.0,1435.0,1.8,9237.0
BL029,Metaldehyde,50.0,5.0,2.0,5713110.0,9440.0,658.0,1440.0,1.6,9440.0
BL029,Metaldehyde,50.0,5.0,3.0,5775585.0,9836.0,691.0,1435.0,-5.0,9776.0
BL029,Metaldehyde,50.0,5.0,4.0,6011070.0,9548.0,682.0,1440.0,15.6,9548.0
BL029,Metaldehyde,5.0,5.0,1.0,4932707.5,9775.0,678.0,1440.0,-9.2,9775.0
BL029,Metaldehyde,5.0,5.0,2.0,4935627.5,8606.0,670.0,1435.0,1.2,8575.0
BL029,Metaldehyde,5.0,5.0,3.0,5470265.0,9462.0,624.0,1435.0,3.0,9460.0
BL029,Metaldehyde,5.0,5.0,4.0,11572172.5,36998.0,637.0,1440.0,9.6,36998.0
BL029,Metaldehyde,0.5,5.0,1.0,5151042.5,8820.0,709.0,1440.0,-6.4,8820.0
BL029,Metaldehyde,0.5,5.0,2.0,4924472.5,8760.0,647.0,1440.0,-31.2,8760.0
BL029,Metaldehyde,0.5,5.0,3.0,10825225.0,34785.0,677.0,1440.0,9.2,34785.0
BL029,Metaldehyde,0.5,5.0,4.0,12095940.0,37490.0,684.0,1440.0,8.2,37490.0
BL029,Metaldehyde,0.05,5.0,1.0,4793730.0,8897.0,679.0,1440.0,-11.6,8897.0
BL029,Metaldehyde,0.05,5.0,2.0,10821820.0,33565.0,659.0,1440.0,-5.2,33565.0
BL029,Metaldehyde,0.05,5.0,3.0,10825142.5,33875.0,641.0,1440.0,-2.6,33875.0
BL029,Metaldehyde,0.05,5.0,4.0,11737492.5,35825.0,612.0,1440.0,16.0,35825.0
BL029,Boric Acid,500.0,1.0,1.0,8430995.0,22607.0,1071.0,225.0,101.8,1437.0
BL029,Boric Acid,500.0,1.0,2.0,10113230.0,26948.0,1741.0,225.0,112.4,2078.0
BL029,Boric Acid,500.0,1.0,3.0,9525132.5,26325.0,561.0,225.0,125.4,892.0
BL029,Boric Acid,500.0,1.0,4.0,10802642.5,28144.0,2281.0,225.0,100.2,3442.0
BL029,Boric Acid,50.0,1.0,1.0,9155510.0,22492.0,1543.0,225.0,116.0,1855.0
BL029,Boric Acid,50.0,1.0,2.0,8997627.5,23429.0,816.0,225.0,132.8,1337.0
BL029,Boric Acid,50.0,1.0,3.0,10378627.5,25940.0,2253.0,225.0,149.2,2575.0
BL029,Boric Acid,50.0,1.0,4.0,9664830.0,27716.0,1261.0,230.0,114.8,1801.0
BL029,Boric Acid,5.0,1.0,1.0,8937820.0,22572.0,1233.0,220.0,115.6,1696.0
BL029,Boric Acid,5.0,1.0,2.0,9557720.0,24609.0,1719.0,230.0,134.8,2313.0
BL029,Boric Acid,5.0,1.0,3.0,9958970.0,25927.0,1222.0,225.0,123.8,1614.0
BL029,Boric Acid,5.0,1.0,4.0,9556990.0,25713.0,1370.0,225.0,119.8,1807.0
BL029,Boric Acid,0.5,1.0,1.0,8814895.0,21649.0,2153.0,225.0,108.4,2376.0
BL029,Boric Acid,0.5,1.0,2.0,9722870.0,24179.0,2194.0,220.0,128.4,3248.0
BL029,Boric Acid,0.5,1.0,3.0,10075205.0,24779.0,1790.0,225.0,132.6,2216.0
BL029,Boric Acid,0.5,1.0,4.0,10040620.0,27338.0,821.0,230.0,113.2,1248.0
BL029,Boric Acid,0.05,1.0,1.0,9147162.5,23625.0,764.0,230.0,122.0,1481.0
BL029,Boric Acid,0.05,1.0,2.0,9225377.5,23911.0,636.0,220.0,146.8,1224.0
BL029,Boric Acid,0.05,1.0,3.0,9059512.5,25199.0,844.0,230.0,120.8,1276.0
BL029,Boric Acid,0.05,1.0,4.0,11271445.0,29389.0,1742.0,230.0,148.2,1877.0
BL029,Boric Acid,500.0,2.0,1.0,23965895.0,92907.0,972.0,70.0,792.8,972.0
BL029,Boric Acid,500.0,2.0,2.0,25055640.0,96246.0,1211.0,75.0,968.4,1211.0
BL029,Boric Acid,500.0,2.0,3.0,18618730.0,91069.0,19.0,70.0,1129.8,20.0
BL029,Boric Acid,500.0,2.0,4.0,18687447.5,97635.0,22.0,70.0,1073.6,31.0
BL029,Boric Acid,50.0,2.0,1.0,22466997.5,88350.0,780.0,70.0,771.2,780.0
BL029,Boric Acid,50.0,2.0,2.0,22176435.0,91699.0,844.0,75.0,977.2,844.0
BL029,Boric Acid,50.0,2.0,3.0,21870985.0,91649.0,746.0,75.0,939.0,746.0
BL029,Boric Acid,50.0,2.0,4.0,17941900.0,90566.0,13.0,70.0,1173.4,20.0
BL029,Boric Acid,5.0,2.0,1.0,22227092.5,84091.0,1164.0,75.0,607.8,1175.0
BL029,Boric Acid,5.0,2.0,2.0,22371305.0,90900.0,1090.0,75.0,846.2,1090.0
BL029,Boric Acid,5.0,2.0,3.0,22620457.5,92123.0,1039.0,75.0,854.0,1039.0
BL029,Boric Acid,5.0,2.0,4.0,23604140.0,95669.0,54.0,75.0,1109.6,61.0
BL029,Boric Acid,0.5,2.0,1.0,21550407.5,77389.0,1364.0,75.0,876.4,1396.0
BL029,Boric Acid,0.5,2.0,2.0,22786635.0,88142.0,1282.0,75.0,1001.8,1282.0
BL029,Boric Acid,0.5,2.0,3.0,22852562.5,92979.0,1079.0,75.0,1133.2,1079.0
BL029,Boric Acid,0.5,2.0,4.0,23509295.0,94279.0,1077.0,75.0,1018.6,1077.0
BL029,Boric Acid,0.05,2.0,1.0,20435917.5,70071.0,1254.0,75.0,502.2,1300.0
BL029,Boric Acid,0.05,2.0,2.0,22167382.5,83984.0,1349.0,75.0,667.2,1349.0
BL029,Boric Acid,0.05,2.0,3.0,23142300.0,90502.0,981.0,75.0,919.0,981.0
BL029,Boric Acid,0.05,2.0,4.0,23974317.5,94413.0,1424.0,75.0,1192.6,1424.0
BL029,Boric Acid,500.0,3.0,1.0,6234842.5,14261.0,1426.0,385.0,56.4,2307.0
BL029,Boric Acid,500.0,3.0,2.0,7961555.0,27554.0,777.0,380.0,63.4,2583.0
BL029,Boric Acid,500.0,3.0,3.0,7540880.0,24781.0,840.0,360.0,68.6,3524.0
BL029,Boric Acid,500.0,3.0,4.0,7249715.0,16778.0,1370.0,365.0,75.4,3144.0
BL029,Boric Acid,50.0,3.0,1.0,7309075.0,23099.0,904.0,360.0,64.2,3379.0
BL029,Boric Acid,50.0,3.0,2.0,7372405.0,17642.0,1182.0,395.0,52.8,3422.0
BL029,Boric Acid,50.0,3.0,3.0,7366570.0,17672.0,1159.0,380.0,56.8,3531.0
BL029,Boric Acid,50.0,3.0,4.0,7700495.0,18498.0,1227.0,390.0,60.8,3635.0
BL029,Boric Acid,5.0,3.0,1.0,7626087.5,24558.0,908.0,375.0,57.2,3337.0
BL029,Boric Acid,5.0,3.0,2.0,7813072.5,18886.0,1132.0,410.0,42.4,3073.0
BL029,Boric Acid,5.0,3.0,3.0,7756155.0,18694.0,1155.0,390.0,44.0,3467.0
BL029,Boric Acid,5.0,3.0,4.0,7751647.5,18762.0,1194.0,375.0,56.8,3761.0
BL029,Boric Acid,0.5,3.0,1.0,7815820.0,25491.0,900.0,380.0,50.6,2939.0
BL029,Boric Acid,0.5,3.0,2.0,8196280.0,26939.0,910.0,385.0,52.6,2990.0
BL029,Boric Acid,0.5,3.0,3.0,7723142.5,18927.0,1182.0,380.0,44.6,3443.0
BL029,Boric Acid,0.5,3.0,4.0,7971962.5,19625.0,1208.0,395.0,50.2,3557.0
BL029,Boric Acid,0.05,3.0,1.0,7869757.5,25288.0,975.0,360.0,53.6,2872.0
BL029,Boric Acid,0.05,3.0,2.0,8589740.0,28746.0,903.0,380.0,52.2,2660.0
BL029,Boric Acid,0.05,3.0,3.0,7609257.5,18454.0,1142.0,395.0,49.4,3287.0
BL029,Boric Acid,0.05,3.0,4.0,7982497.5,19207.0,1168.0,395.0,55.4,3727.0
BL029,Boric Acid,500.0,4.0,1.0,25808112.5,64153.0,38.0,800.0,1.8,10281.0
BL029,Boric Acid,500.0,4.0,2.0,38763897.5,77398.0,44.0,990.0,0.6,43167.0
BL029,Boric Acid,500.0,4.0,3.0,39761747.5,78669.0,49.0,990.0,-0.6,46187.0
BL029,Boric Acid,500.0,4.0,4.0,32389660.0,71324.0,37.0,810.0,2.8,27003.0
BL029,Boric Acid,50.0,4.0,1.0,25412442.5,56538.0,33.0,835.0,3.4,19396.0
BL029,Boric Acid,50.0,4.0,2.0,38549495.0,79957.0,41.0,1045.0,2.2,56107.0
BL029,Boric Acid,50.0,4.0,3.0,40323800.0,80693.0,43.0,1050.0,0.6,60885.0
BL029,Boric Acid,50.0,4.0,4.0,28851412.5,68522.0,32.0,845.0,3.2,21191.0
BL029,Boric Acid,5.0,4.0,1.0,34261420.0,65940.0,32.0,1050.0,1.6,50736.0
BL029,Boric Acid,5.0,4.0,2.0,26041205.0,57417.0,40.0,845.0,1.0,18640.0
BL029,Boric Acid,5.0,4.0,3.0,28575002.5,66648.0,35.0,845.0,2.2,19668.0
BL029,Boric Acid,5.0,4.0,4.0,28911847.5,67397.0,34.0,845.0,3.0,21715.0
BL029,Boric Acid,0.5,4.0,1.0,36835540.0,73759.0,33.0,1050.0,1.6,50639.0
BL029,Boric Acid,0.5,4.0,2.0,35151275.0,69590.0,41.0,1045.0,1.0,49387.0
BL029,Boric Acid,0.5,4.0,3.0,26706945.0,60348.0,39.0,845.0,1.2,19603.0
BL029,Boric Acid,0.5,4.0,4.0,29119875.0,68301.0,36.0,835.0,2.4,22662.0
BL029,Boric Acid,0.05,4.0,1.0,34460402.5,66832.0,39.0,1060.0,0.2,51660.0
BL029,Boric Acid,0.05,4.0,2.0,37279965.0,73656.0,35.0,1050.0,2.0,59133.0
BL029,Boric Acid,0.05,4.0,3.0,27067690.0,61118.0,36.0,845.0,-2.4,20504.0
BL029,Boric Acid,0.05,4.0,4.0,35460237.5,76111.0,40.0,1050.0,0.0,48359.0
BL029,Boric Acid,500.0,5.0,1.0,24314645.0,28269.0,3926.0,280.0,172.4,8038.0
BL029,Boric Acid,500.0,5.0,2.0,36420327.5,47989.0,4012.0,605.0,188.0,14135.0
BL029,Boric Acid,500.0,5.0,3.0,38102310.0,49109.0,4046.0,605.0,193.4,15216.0
BL029,Boric Acid,500.0,5.0,4.0,27365477.5,28700.0,4337.0,270.0,199.4,9720.0
BL029,Boric Acid,50.0,5.0,1.0,27707920.0,29566.0,3529.0,280.0,171.0,9979.0
BL029,Boric Acid,50.0,5.0,2.0,30405087.5,31402.0,3320.0,295.0,190.6,11175.0
BL029,Boric Acid,50.0,5.0,3.0,30194697.5,32632.0,3429.0,290.0,178.8,10554.0
BL029,Boric Acid,50.0,5.0,4.0,31242590.0,32832.0,3537.0,290.0,187.4,11907.0
BL029,Boric Acid,5.0,5.0,1.0,46305297.5,53144.0,3371.0,710.0,178.0,24036.0
BL029,Boric Acid,5.0,5.0,2.0,49054067.5,57553.0,3386.0,675.0,168.6,24431.0
BL029,Boric Acid,5.0,5.0,3.0,47652582.5,56061.0,3384.0,650.0,157.4,24235.0
BL029,Boric Acid,5.0,5.0,4.0,31177007.5,32338.0,3503.0,295.0,163.4,11734.0
BL029,Boric Acid,0.5,5.0,1.0,45584400.0,52062.0,3308.0,710.0,158.2,23180.0
BL029,Boric Acid,0.5,5.0,2.0,47139580.0,53878.0,3377.0,710.0,173.6,23669.0
BL029,Boric Acid,0.5,5.0,3.0,29834225.0,31195.0,3391.0,280.0,151.4,10905.0
BL029,Boric Acid,0.5,5.0,4.0,30899097.5,31386.0,3521.0,290.0,163.6,11712.0
BL029,Boric Acid,0.05,5.0,1.0,45791455.0,51684.0,3322.0,715.0,151.2,23556.0
BL029,Boric Acid,0.05,5.0,2.0,45445085.0,51868.0,3204.0,675.0,174.0,24910.0
BL029,Boric Acid,0.05,5.0,3.0,46151185.0,48873.0,3359.0,705.0,162.8,26649.0
BL029,Boric Acid,0.05,5.0,4.0,30620610.0,32019.0,3465.0,295.0,195.4,12033.0
BL029,Diazinon,500.0,1.0,1.0,17045.0,42.0,2.0,65.0,-0.2,6.0
BL029,Diazinon,500.0,1.0,2.0,11372.5,24.0,2.0,80.0,-0.4,3.0
BL029,Diazinon,500.0,1.0,3.0,72992.5,86.0,31.0,135.0,-0.8,78.0
BL029,Diazinon,500.0,1.0,4.0,886275.0,1038.0,62.0,575.0,8.4,844.0
BL029,Diazinon,50.0,1.0,1.0,9447.5,17.0,1.0,60.0,-1.2,3.0
BL029,Diazinon,50.0,1.0,2.0,21237.5,55.0,2.0,50.0,1.0,6.0
BL029,Diazinon,50.0,1.0,3.0,42625.0,121.0,7.0,70.0,-1.6,9.0
BL029,Diazinon,50.0,1.0,4.0,830090.0,1536.0,61.0,655.0,13.8,458.0
BL029,Diazinon,5.0,1.0,1.0,9432.5,25.0,1.0,70.0,-1.0,2.0
BL029,Diazinon,5.0,1.0,2.0,19010.0,49.0,3.0,85.0,0.8,6.0
BL029,Diazinon,5.0,1.0,3.0,45517.5,116.0,8.0,80.0,2.2,10.0
BL029,Diazinon,5.0,1.0,4.0,1764467.5,3110.0,309.0,1440.0,13.0,3110.0
BL029,Diazinon,0.5,1.0,1.0,11182.5,21.0,1.0,0.0,-0.8,2.0
BL029,Diazinon,0.5,1.0,2.0,22630.0,57.0,4.0,85.0,-0.6,5.0
BL029,Diazinon,0.5,1.0,3.0,42000.0,106.0,9.0,70.0,1.6,13.0
BL029,Diazinon,0.5,1.0,4.0,633702.5,703.0,253.0,1435.0,2.8,685.0
BL029,Diazinon,0.05,1.0,1.0,12515.0,22.0,3.0,60.0,0.8,7.0
BL029,Diazinon,0.05,1.0,2.0,21365.0,49.0,5.0,95.0,-0.2,8.0
BL029,Diazinon,0.05,1.0,3.0,2064732.5,5059.0,148.0,1440.0,6.8,5059.0
BL029,Diazinon,0.05,1.0,4.0,735502.5,1281.0,180.0,1435.0,4.8,1242.0
BL029,Diazinon,500.0,2.0,1.0,13192.5,30.0,3.0,0.0,-1.2,5.0
BL029,Diazinon,500.0,2.0,2.0,42830.0,152.0,13.0,10.0,1.0,18.0
BL029,Diazinon,500.0,2.0,3.0,44022.5,165.0,14.0,25.0,6.0,28.0
BL029,Diazinon,500.0,2.0,4.0,1030507.5,1894.0,59.0,595.0,24.8,217.0
BL029,Diazinon,50.0,2.0,1.0,12867.5,43.0,2.0,0.0,-2.4,4.0
BL029,Diazinon,50.0,2.0,2.0,41967.5,156.0,14.0,15.0,3.6,23.0
BL029,Diazinon,50.0,2.0,3.0,83347.5,255.0,16.0,10.0,3.4,18.0
BL029,Diazinon,50.0,2.0,4.0,11982007.5,23143.0,372.0,1440.0,18.0,23143.0
BL029,Diazinon,5.0,2.0,1.0,16457.5,54.0,2.0,0.0,-0.8,5.0
BL029,Diazinon,5.0,2.0,2.0,48182.5,194.0,16.0,15.0,4.4,22.0
BL029,Diazinon,5.0,2.0,3.0,52525.0,219.0,13.0,15.0,8.6,19.0
BL029,Diazinon,5.0,2.0,4.0,4808877.5,8007.0,367.0,1435.0,18.2,7990.0
BL029,Diazinon,0.5,2.0,1.0,10040.0,31.0,1.0,0.0,-1.4,3.0
BL029,Diazinon,0.5,2.0,2.0,26332.5,133.0,4.0,15.0,0.4,10.0
BL029,Diazinon,0.5,2.0,3.0,3156540.0,7177.0,249.0,1440.0,13.6,7177.0
BL029,Diazinon,0.5,2.0,4.0,1160475.0,2347.0,94.0,595.0,22.8,187.0
BL029,Diazinon,0.05,2.0,1.0,16935.0,51.0,4.0,0.0,-2.0,7.0
BL029,Diazinon,0.05,2.0,2.0,26165.0,113.0,5.0,10.0,1.0,10.0
BL029,Diazinon,0.05,2.0,3.0,340847.5,314.0,168.0,655.0,9.0,197.0
BL029,Diazinon,0.05,2.0,4.0,10285665.0,15817.0,329.0,1085.0,26.0,13801.0
BL029,Diazinon,500.0,3.0,1.0,11007.5,27.0,2.0,0.0,-0.6,4.0
BL029,Diazinon,500.0,3.0,2.0,25485.0,62.0,4.0,0.0,-0.4,10.0
BL029,Diazinon,500.0,3.0,3.0,43225.0,144.0,11.0,15.0,1.4,18.0
BL029,Diazinon,500.0,3.0,4.0,904027.5,1269.0,57.0,400.0,12.6,668.0
BL029,Diazinon,50.0,3.0,1.0,16322.5,42.0,3.0,0.0,-1.4,7.0
BL029,Diazinon,50.0,3.0,2.0,27690.0,77.0,4.0,25.0,-2.2,4.0
BL029,Diazinon,50.0,3.0,3.0,45225.0,154.0,14.0,15.0,5.0,19.0
BL029,Diazinon,50.0,3.0,4.0,1257097.5,2375.0,63.0,490.0,31.6,145.0
BL029,Diazinon,5.0,3.0,1.0,18357.5,43.0,3.0,0.0,-0.4,6.0
BL029,Diazinon,5.0,3.0,2.0,29840.0,97.0,5.0,10.0,1.2,6.0
BL029,Diazinon,5.0,3.0,3.0,37517.5,134.0,9.0,15.0,2.8,15.0
BL029,Diazinon,5.0,3.0,4.0,1273322.5,2407.0,73.0,550.0,23.2,198.0
BL029,Diazinon,0.5,3.0,1.0,20150.0,47.0,4.0,0.0,-1.0,5.0
BL029,Diazinon,0.5,3.0,2.0,42147.5,150.0,12.0,15.0,3.4,19.0
BL029,Diazinon,0.5,3.0,3.0,55022.5,190.0,12.0,10.0,4.2,16.0
BL029,Diazinon,0.5,3.0,4.0,3300590.0,4872.0,499.0,1420.0,16.8,4783.0
BL029,Diazinon,0.05,3.0,1.0,16062.5,45.0,4.0,0.0,-2.6,10.0
BL029,Diazinon,0.05,3.0,2.0,28995.0,92.0,6.0,5.0,2.2,9.0
BL029,Diazinon,0.05,3.0,3.0,97597.5,199.0,32.0,10.0,2.6,194.0
BL029,Diazinon,0.05,3.0,4.0,2273070.0,3861.0,485.0,1440.0,26.6,3861.0
BL029,Diazinon,500.0,4.0,1.0,17327.5,40.0,2.0,0.0,0.0,7.0
BL029,Diazinon,500.0,4.0,2.0,43082.5,156.0,9.0,20.0,4.6,18.0
BL029,Diazinon,500.0,4.0,3.0,38425.0,144.0,8.0,30.0,5.8,16.0
BL029,Diazinon,500.0,4.0,4.0,1182820.0,2053.0,60.0,565.0,32.6,173.0
BL029,Diazinon,50.0,4.0,1.0,24040.0,70.0,1.0,0.0,0.0,6.0
BL029,Diazinon,50.0,4.0,2.0,29837.5,103.0,2.0,25.0,1.4,6.0
BL029,Diazinon,50.0,4.0,3.0,45640.0,165.0,14.0,10.0,2.6,27.0
BL029,Diazinon,50.0,4.0,4.0,1306500.0,2323.0,77.0,665.0,26.4,194.0
BL029,Diazinon,5.0,4.0,1.0,22155.0,66.0,1.0,0.0,-0.6,6.0
BL029,Diazinon,5.0,4.0,2.0,43167.5,152.0,13.0,10.0,5.6,23.0
BL029,Diazinon,5.0,4.0,3.0,54550.0,184.0,16.0,10.0,1.0,17.0
BL029,Diazinon,5.0,4.0,4.0,1397020.0,2223.0,461.0,1440.0,23.2,2223.0
BL029,Diazinon,0.5,4.0,1.0,22090.0,58.0,2.0,0.0,-0.8,6.0
BL029,Diazinon,0.5,4.0,2.0,36717.5,118.0,6.0,15.0,2.8,10.0
BL029,Diazinon,0.5,4.0,3.0,68782.5,182.0,16.0,30.0,4.4,24.0
BL029,Diazinon,0.5,4.0,4.0,1306982.5,1977.0,484.0,1440.0,21.4,1977.0
BL029,Diazinon,0.05,4.0,1.0,22482.5,55.0,5.0,0.0,-0.6,10.0
BL029,Diazinon,0.05,4.0,2.0,58685.0,168.0,19.0,10.0,1.8,29.0
BL029,Diazinon,0.05,4.0,3.0,163687.5,431.0,40.0,1430.0,5.6,431.0
BL029,Diazinon,0.05,4.0,4.0,1409187.5,2456.0,474.0,1430.0,21.0,2429.0
BL029,Diazinon,500.0,5.0,1.0,11400.0,51.0,0.0,5.0,2.0,1.0
BL029,Diazinon,500.0,5.0,2.0,12477.5,61.0,0.0,0.0,-1.6,2.0
BL029,Diazinon,500.0,5.0,3.0,18182.5,90.0,1.0,10.0,1.4,3.0
BL029,Diazinon,500.0,5.0,4.0,291925.0,865.0,53.0,1440.0,8.2,865.0
BL029,Diazinon,50.0,5.0,1.0,10162.5,30.0,0.0,30.0,1.4,3.0
BL029,Diazinon,50.0,5.0,2.0,17902.5,89.0,0.0,15.0,-1.4,5.0
BL029,Diazinon,50.0,5.0,3.0,21492.5,96.0,3.0,10.0,3.2,10.0
BL029,Diazinon,50.0,5.0,4.0,401050.0,1289.0,48.0,1440.0,4.4,1289.0
BL029,Diazinon,5.0,5.0,1.0,10840.0,35.0,0.0,10.0,0.4,5.0
BL029,Diazinon,5.0,5.0,2.0,15685.0,73.0,0.0,5.0,1.6,9.0
BL029,Diazinon,5.0,5.0,3.0,21532.5,101.0,1.0,10.0,0.4,7.0
BL029,Diazinon,5.0,5.0,4.0,105220.0,394.0,19.0,25.0,6.6,37.0
BL029,Diazinon,0.5,5.0,1.0,9295.0,31.0,0.0,5.0,1.2,7.0
BL029,Diazinon,0.5,5.0,2.0,17255.0,83.0,0.0,15.0,1.8,6.0
BL029,Diazinon,0.5,5.0,3.0,12805.0,59.0,0.0,15.0,2.6,1.0
BL029,Diazinon,0.5,5.0,4.0,136795.0,480.0,34.0,20.0,6.6,91.0
BL029,Diazinon,0.05,5.0,1.0,7440.0,21.0,0.0,10.0,0.2,3.0
BL029,Diazinon,0.05,5.0,2.0,15712.5,87.0,0.0,10.0,1.6,2.0
BL029,Diazinon,0.05,5.0,3.0,35155.0,101.0,10.0,10.0,2.6,10.0
BL029,Diazinon,0.05,5.0,4.0,120667.5,464.0,26.0,20.0,-0.6,51.0
BL029,Trimethoprim,500.0,1.0,1.0,2342.5,6.0,0.0,0.0,-0.6,1.0
BL029,Trimethoprim,500.0,1.0,2.0,11422.5,253.0,0.0,0.0,-17.0,0.0
BL029,Trimethoprim,500.0,1.0,3.0,5688312.5,28399.0,538.0,60.0,-327.2,569.0
BL029,Trimethoprim,500.0,1.0,4.0,27971387.5,79786.0,8473.0,70.0,966.6,8473.0
BL029,Trimethoprim,50.0,1.0,4.0,16501117.5,67744.0,2565.0,65.0,247.4,2579.0
BL029,Trimethoprim,5.0,1.0,4.0,26536170.0,86879.0,6157.0,70.0,832.2,6223.0
BL029,Trimethoprim,0.5,1.0,4.0,24374547.5,86853.0,5054.0,75.0,464.4,5114.0
BL029,Trimethoprim,0.05,1.0,4.0,27418115.0,83422.0,7339.0,70.0,942.4,7339.0
BL029,Trimethoprim,500.0,2.0,1.0,2890.0,34.0,0.0,0.0,-3.6,2.0
BL029,Trimethoprim,500.0,2.0,2.0,9285.0,203.0,0.0,0.0,-11.4,3.0
BL029,Trimethoprim,500.0,2.0,3.0,1863620.0,7428.0,410.0,40.0,-113.2,894.0
BL029,Trimethoprim,500.0,2.0,4.0,9296092.5,42774.0,1011.0,70.0,220.2,4674.0
BL029,Trimethoprim,50.0,2.0,1.0,291200.0,2286.0,29.0,0.0,-58.4,34.0
BL029,Trimethoprim,50.0,2.0,2.0,62405.0,1209.0,1.0,0.0,-64.2,3.0
BL029,Trimethoprim,50.0,2.0,3.0,7572035.0,29692.0,1138.0,80.0,184.8,3747.0
BL029,Trimethoprim,50.0,2.0,4.0,4944967.5,22148.0,695.0,70.0,30.2,2152.0
BL029,Trimethoprim,5.0,2.0,1.0,4335.0,40.0,1.0,0.0,-3.8,2.0
BL029,Trimethoprim,5.0,2.0,2.0,13140.0,308.0,0.0,0.0,-15.0,2.0
BL029,Trimethoprim,5.0,2.0,3.0,1284907.5,7247.0,241.0,0.0,-89.8,300.0
BL029,Trimethoprim,5.0,2.0,4.0,13022602.5,47264.0,1407.0,80.0,558.2,12168.0
BL029,Trimethoprim,0.5,2.0,1.0,4652.5,35.0,1.0,0.0,-2.0,4.0
BL029,Trimethoprim,0.5,2.0,2.0,15327.5,342.0,1.0,0.0,-15.4,3.0
BL029,Trimethoprim,0.5,2.0,3.0,3287930.0,13777.0,560.0,15.0,18.6,1553.0
BL029,Trimethoprim,0.5,2.0,4.0,14703530.0,49054.0,1462.0,80.0,553.4,18240.0
BL029,Trimethoprim,0.05,2.0,1.0,8950.0,44.0,1.0,0.0,-1.4,10.0
BL029,Trimethoprim,0.05,2.0,2.0,42477.5,462.0,3.0,0.0,-25.2,61.0
BL029,Trimethoprim,0.05,2.0,3.0,1412187.5,7153.0,272.0,0.0,-71.4,380.0
